Failed Row,Error Message
https://www.flashscore.com/basketball/bosnia-and-herzegovina/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/bosnia-and-herzegovina/' for key 'urls.urls'
https://www.flashscore.com/basketball/albania/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/albania/' for key 'urls.urls'
https://www.flashscore.com/basketball/netherlands/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/netherlands/' for key 'urls.urls'
https://www.flashscore.com/basketball/portugal/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/portugal/' for key 'urls.urls'
https://www.flashscore.com/basketball/australia/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/australia/' for key 'urls.urls'
https://www.flashscore.com/basketball/belgium/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/belgium/' for key 'urls.urls'
https://www.flashscore.com/basketball/world/world-tour-nanjing-3x3/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/world/world-tour-nanjing-3' for key 'urls.urls'
https://www.flashscore.com/basketball/world/world-tour-manila-3x3/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/world/world-tour-manila-3x' for key 'urls.urls'
https://www.flashscore.com/basketball/turkmenistan/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/turkmenistan/' for key 'urls.urls'
https://www.flashscore.com/basketball/world/world-cup-3x3-u23-women/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/world/world-cup-3x3-u23-wo' for key 'urls.urls'
https://www.flashscore.com/basketball/slovenia/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/slovenia/' for key 'urls.urls'
https://www.flashscore.com/basketball/world/world-tour-hyderabad-3x3/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/world/world-tour-hyderabad' for key 'urls.urls'
https://www.flashscore.com/basketball/usa/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/usa/' for key 'urls.urls'
https://www.flashscore.com/basketball/taiwan/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/taiwan/' for key 'urls.urls'
https://www.flashscore.com/basketball/world/club-friendly/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/world/club-friendly/' for key 'urls.urls'
https://www.flashscore.com/basketball/world/albert-schweitzer-tournament/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/world/albert-schweitzer-to' for key 'urls.urls'
https://www.flashscore.com/basketball/slovakia/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/slovakia/' for key 'urls.urls'
https://www.flashscore.com/basketball/belarus/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/belarus/' for key 'urls.urls'
https://www.flashscore.com/basketball/united-kingdom/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/united-kingdom/' for key 'urls.urls'
https://www.flashscore.com/basketball/asia/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/asia/' for key 'urls.urls'
https://www.flashscore.com/basketball/lithuania/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/lithuania/' for key 'urls.urls'
https://www.flashscore.com/basketball/new-zealand/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/new-zealand/' for key 'urls.urls'
https://www.flashscore.com/basketball/switzerland/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/switzerland/' for key 'urls.urls'
https://www.flashscore.com/basketball/world/americas-championship-u16-women/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/world/americas-championshi' for key 'urls.urls'
https://www.flashscore.com/basketball/world/americas-league/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/world/americas-league/' for key 'urls.urls'
https://www.flashscore.com/basketball/sweden/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/sweden/' for key 'urls.urls'
https://www.flashscore.com/basketball/georgia/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/georgia/' for key 'urls.urls'
https://www.flashscore.com/basketball/uruguay/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/uruguay/' for key 'urls.urls'
https://www.flashscore.com/basketball/indonesia/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/indonesia/' for key 'urls.urls'
https://www.flashscore.com/basketball/montenegro/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/montenegro/' for key 'urls.urls'
https://www.flashscore.com/basketball/world/commonwealth-games-3x3/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/world/commonwealth-games-3' for key 'urls.urls'
https://www.flashscore.com/basketball/bulgaria/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/bulgaria/' for key 'urls.urls'
https://www.flashscore.com/basketball/vietnam/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/vietnam/' for key 'urls.urls'
https://www.flashscore.com/basketball/world/universiade/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/world/universiade/' for key 'urls.urls'
https://www.flashscore.com/basketball/world/world-tour-europe-3x3/,1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/world/world-tour-europe-3x' for key 'urls.urls'
