local,stat,visitor,quarter,game_id
2,,,0,p82pHHOm
0,,,0,p82pHHOm
2,,,0,p82pHHOm
2,,,0,p82pHHOm
4,,,0,p82pHHOm
2,,,0,p82pHHOm
4,,,0,p82pHHOm
5,,,0,p82pHHOm
6,,,0,p82pHHOm
5,,,0,p82pHHOm
6,,,0,p82pHHOm
7,,,0,p82pHHOm
6,,,0,p82pHHOm
