Game ID,Total Home,Total Away,Q1 Local,Q1 Away,Q2 Local,Q2 Away,Q3 Local,Q3 Away,Q4 Local,Q4 Away,Q5 Local,Q5 Away
hfR5Rlu2,71,77,16,19,21,27,17,11,17,20,,
