Game ID,Total Home,Total Away,Q1 Local,Q1 Away,Q2 Local,Q2 Away,Q3 Local,Q3 Away,Q4 Local,Q4 Away,Q5 Local,Q5 Away
p82pHHOm,99,88,22,24,27,19,35,15,15,30,,
